57,"How to Have Infinite Power","Infinite power..Counter..Recursive definitions and more."
57,"Past, Present, and the Future of Computing","Past of computing..Slac and Big Data..Open Source and more."
58,"How to write Java syntax and create variables","Discover the basic idea behind programing..Write your first Java program..Use variables to store and retrieve information."
58,"Using Methods and Conditional Statements","Use if-else statements and switch-case statements..Write Java programs to tackle any decision making scenario."
58,"How to create functions","Create functions in Java..Declare methods with input arguments and return types..Call the functions you create."
58,"How to Create Loops","Use for and while loops to iterate over a block of code..Learn how to write nested loops..Use 2D arrays to store and retrieve information."
58,"IntelliJ and Debugging","Learn how to install and use the IntelliJ Integrated Development Environment (IDE)..Use the IDE to find and solve problems in code."
59,"From Ping to HTTP","Begin using command-line tools to explore the network..Ping to check hosts, and nc (netcat) for webservers..Learn about port numbers and the layering of HTTP on top of TCP."
59,"Names and Addresses","Learn about the Domain Name System (DNS)..Register your own domain name for your web server..Learn more about the binary representation of IP addresses."
59,"Addressing and Networks","Network blocks and interfaces..Network address translation (NAT).. IPv6."
59,"Protocol Layers","Use tcpdump to examine the packets that make up the requests and responses..Explore three protocols: ping, DNS, and HTTP..Learn more about how TCP sessions work."
59,"Big Networks","Learn more about bandwidth, latency, filtering, and other key properties."
60,"Up and Running","Introduction to the course..Learn about the tools available to JavaScript developers..Begin modifying web pages with a little bit of code."
60,"Data Types","How to use variables..How to use basic data structures like numbers and strings..How to build advanced data structures like objects, and arrays."
60,"Flow Control","How to write conditional statements..How to avoid repeating yourself with loops..How to make your code more modular with functions."
61,"Get Into the Shell","Learn about the terminal user interface..See how you can interact with a Linux server using shell commands."
61,"Shell Commands","Different kinds of shell commands that work with the terminal in different ways.Use the Linux manual (manpages) to expand your knowledge of shell commands."
61,"The Linux Filesystem","Working with files and directories is a big part of using the shell..Learn basic commands for interacting with the filesystem."
62,"Navigating a Commit History","Discover what makes Git a great version control system for programmers..Get practice using Git to view the history of an existing project.See all the saved versions, checkout a previous version, and compare two different versions."
62,"Creating and Modifying a Repository","Learn how to create a repository and save versions of your project.Learn about the staging area, committing your code, branching, and merging."
62,"Using GitHub to Collaborate","Get practice using GitHub to share your code and collaborate on multi-developer projects.Learn how to make and review a pull request on GitHub..Get practice by collaborating with other Udacity students to write a create-your-own-adventure story."
63,"Introduction","Get ready for Python!.Download and install Python on your computer."
63,"Using Functions","Use functions from the Python Standard Library to build two projects..Explore a scenario where using functions will not be a good solution..Explore a powerful new tool called classes."
63,"Using Classes","Practice object-oriented programming concepts like classes and instances..Build three cool projects with classes..Learn to use packages and modules like Twilio."
63,"Making Classes","How to create a class..How to instantiate an object..How to access class attributes and methods."
63,"Final Project","How to identify a problem statement and idea for a project..Identify step-by step directions to design a solution..Leverage step-by-step strategies to make your own project."
64,"Introduction to Swift and Xcode: the tools of iOS","Learn all the Swift you need to know in 5 min..Take a tour of Xcode, Apple's integrated development environment..Get to know the Model View Controller, or MVC, design pattern"
64,"iOS App Structure: AutoLayout and Buttons","Learn Storyboard and AutoLayout, the tools used to build user interfaces in iOS..Start developing the Pitch Perfect App and creating the UI..Use Autolayout constraints to control the placement of UIButtons and UILabels on the screen."
64,"Using ViewControllers to build an app with Multiple Views","The UIViewController class, View Controller Lifecycle, and Multiple Views..Learn how to react to touch events and change the user interface..Add a second screen to your app using a UINavigationController."
64,"How to record audio and use the Delegation Design Pattern.","Learn about the AVFoundation class, AVAudioRecorder..Setup audio recording in the Pitch Perfect App..Practice using the Delegation pattern and implement programmatic segues."
64,"Playback Sound and Add Sound Effects","Setup audio playback including rate, pitch, echo, and reverb..Use UIStackViews to create an elegant layout for your app's UIButtons..Use class extensions to add functionality to your app."
65,"Introduction to Programming Languages and Java","What is Programming and Java..Work with print and println..Building your first program."
65,"Introduction to Classes and Objects","Working with variables and different variable types..Arguments and return values, as well as method declarations..String methods, pitfall and shared objects."
65,"Graphics","Drawing pictures and rectangles..Draw a crate..Intro into color."
65,"Fundamental Data Types","Working with numbers and arithmetic operations..Math functions, Sunset Effect, reading input and formatting output..Calculating circular fields."
65,"Decisions","The if statement.Relational operators, using booleans.Several practices ."
65,"Iterations","Loops and the infinitive loop..How to deal with Loop errors..Asymmetric bounds."
65,"Arrays, ArrayLists and Simple Array Algorithms","ArrayLists and how they work..Modifying an ArrayList..Separators."
66,"Data and Tables","Learn about how relational databases let you structure data into tables..Learn about the importance of unique keys and relationships between tables."
66,"Elements of SQL","Begin learning SQL, the Structured Query Language used by most relational databases..Learn about the select and insert statements, the basic operations for reading and writing data..Learn about the operators and syntax available to get the database to scan and join tables for you."
66,"Python DB-API","Learn how to access a relational database from Python code..Use a virtual machine (VM) to run a Python web application with a database..Common security pitfalls of database applications, including the famous Bobby Tables."
66,"Deeper Into SQL","Learn how to design and create new databases..Learn about normalized design, which makes it easier to write effective code using a database..Learn how to use the SQL join operators to rapidly connect data from different tables."
67,"Working with the CRUD","Learn about CRUD; Create, Read, Update, and Delete..Implement CRUD operations on a database..Use an ORM (Object-Relational Mapping) as an alternative to SQL."
67,"Making a Web Server","Build a web server from scratch using Python and some pre-installed libraries..Learn how GET and POST requests can retrieve and modify information on a web site..How to add CRUD functionality to our website."
67,"Developing with Frameworks","Introduction to web frameworks like Django and Ruby on Rails..Use the Flask web framework to develop our own web application..Introduction to APIs and how to add JSON endpoints to our application."
67,"Iterative Development","Build an entire web application on your own..Learn about the iterative development process..Have a working prototype throughout all stages of the development process."
68,"Authentication vs. Authorization","Learn the difference between authentication and authorization..Learn how OAuth 2.0 makes implementing security easier for developers and users..See OAuth 2.0 in action as you make API requests using Google's OAuth 2.0 Playground."
68,"Creating a Google+ Sign-In","Learn about the different types of security flows your application can implement..See how security can be handled by your server and your user's browser..Add a Google+ Sign-In to an existing web application and implement a hybridized client/server flow."
68,"Local Permission Systems","Add python code to create server-side rules that will constitute a permission system..Limit access of the database for each logged in user based on how the developer designs this code..Add a User model model to your database to store the credentials collected from the OAuth provider's API."
68,"Adding Facebook & Other Providers","Learn to implement multiple OAuth providers on your web application..Add Facebook Login as an alternative sign in option for your users..Understand how to use OAuth provider documentation to add as many providers as you see fit."
69,"Why Responsive","Introduction to responsive design with Pete LePage..Why does responsive design work for any device?.Remote debugging and emulation in the browser."
69,"Starting Small","What is the viewport?.Learn about sizing the content to the viewport..Touch targets, and why they should be large."
69,"Building Up","How to take advantage of CSS media queries..What is a breakpoint, and how to choose one..How to use the CSS flexbox to modify layout."
69,"Common Responsive Patterns","How to apply the mostly fluid pattern..How to apply the column drop pattern..How to apply layout shifter pattern."
69,"Optimizations","Using minor break points..How to optimize text layout..How to use responsive tables, and strategies for dealing with them."
70,"Getting up and Running","Start debugging on your mobile devices to work with responsive images with Sam Dutton..Get started with Developer Tools and mobile debugging."
70,"Units, Formats, Environments","Compare different kinds of images on the web and the units you can use to scale them..Set up your development environment so that responsive images are a part of your workflow..Apply responsive image principles in a real-world scenario!"
70,"Images with Markup","Dive into using markup techniques like CSS and icon fonts to create responsive graphics..Learn how to use markup techniques that are natively responsive and often extremely lightweight..Replace extraneous images with markup techniques add social media icons to the responsive blog project!"
70,"Full Responsiveness","Make your images fully responsive using the new <picture> element!.Learn to use the srcset and sizes attributes..Make the blog project fully responsive, by implementing <picture> to display beautiful images across a range of device widths and pixel ratios."
71,"The Critical Rendering Path","Introduction to the course with Paul Lewis..Learn how the browser turns HTML into pixels on the page.See how different CSS styles affect the rendering pipeline differently."
71,"App Lifecycles","How to recognize the four distinct phases in an app's lifecycle: Response, Animation, Idle and Load (RAIL)..How your frame budget changes depending on where the user is in RAIL..Practice thinking through app workloads at different stages in RAIL."
71,"Weapons of Jank Destruction","How to make sense of the Timeline panel in Chrome DevTools..Practice profiling a few different apps to find the source of jank."
71,"JavaScript","How to optimize JavaScript to hit 60fps during animations..How to move expensive JavaScript operations off the main thread and into Web Workers..How to debug a janky copy of a production quality app - the QR Snapper."
71,"Styles and Layout","Learn how accessing the wrong CSS properties can create loads of extra work for the browser..Learn how to debug multiple instances of Forced Synchronous Layout."
71,"Compositing and Painting","Practice profiling layer and paint performance with the paint profiler tool in the DevTools Timeline..Learn how to optimize layers to reduce the number of steps the browser needs to take to render each frame..Demonstrate everything you've learned about performance as you de-jankify the News Aggregator App!"
72,"Scalability Basics","How and why server racks were invented..Problems that you have to solve if you scale your app by yourself..Learn about a better way."
72,"Getting Started","Set up your first App Engine project and learn how to define Cloud Endpoints..Start the course project app - Conference Central and add authentication and user profiles."
72,"Storing and Retrieving Data","One of the most important things you want to do in your app is storing data..Learn about the Google App Engine Datastore and how you can use it in your applications..Add the ability to store and retrieve user profiles and conferences to the course project app."
72,"Advanced Datastore Concepts","Learn more about how Datastore works, including queries, filters, indexes and transactions..Add different ways to query conferences."
72,"Advanced App Engine Topics","Run application code in the background, without making the user wait, or even initiate the process..Learn about task queues and cron jobs and how you can use them to add advanced functionality to your app..Memcache, Edge Caching, AppStats and other methods of optimising your apps performance."
73,"Changing Expectations","Build a project without an overall organizational paradigm..Explore the pain points of not using an organizational model..Introduction to future paradigms."
73,"Refactoring","New paradigms vs Lesson 1..Rebuild the project with the new organizational paradigm."
73,"Using an Organizational Library","Explore KnockoutJS to organize our code and to reduce the amount of boilerplate we write."
73,"Exploring Unfamiliar Code","Explore code that you didn't write, and use a library or framework that you aren't familiar with..Learn to explore code and foster one of the most important traits of a developer."
74,"Getting Started","Overview of the Backbone framework and its components."
74,"Building a Simple Backbone App","Build a simple Backbone application that dynamically calculates a shopping cart total."
74,"Hello Backbone","Review Backbone examples that get progressively more difficult..Get these examples up and running within your own environment..Then add functionality and experiment with them!"
74,"Diving Deeper with Backbone","Read through part of Addy Osmani’s book, Backbone Fundamentals..Gain a deeper understanding of how Backbone helps you create highly organize web applications."
74,"Building a Todo Application from Scratch","Develop a todo list application."
74,"Real-time Data with Firebase","Learn how to use Firebase for real-time, persistent, data storage."
75,"Rethinking Testing","Validating opinions..Identifying and defining expectations..Writing expectations in code."
75,"Writing Test Suites","JavaScript doesn't support testing natively - you need a framework..Introduction to the Jasmine testing framework..Use the red-green-refactor workflow to start an address book application."
76,"Intro to Linux","Introduction to the Linux operating system and its many distributions..Setup your very own Linux virtual machine on your own computer and explore it..Learn how the filesystem is organized and identify key files."
76,"Linux Security","Execute administrative tasks, update the software on your system, install new software, and manage users..Learn how to implement even stronger authentication mechanisms, and how to interpret Linux file permissions..Configure a firewall to keep your system secure."
76,"Web Application Servers","Transform your secure and safe barebones server into a fully functional web application server..Install and configure an Apache HTTP Server and PostgreSQL database server..Write a basic Python WSGI application that can query a database and present that data upon a web request."
77,"Lesson 1: What We Now Know","History of the Corporation. Startups Are Not Smaller Versions of Large Companies. Waterfall Development. Customer vs. Product Development. Entrepreneurial Education"
77,"Lessons 1.5A and 1.5B: Business Models and Customer Development","Value Proposition. Customer Segments. Revenue Streams. Key Resources. Customer Development Processes. Minimum Viable Product. Market Opportunity Analysis"
77,"Lesson 2: Value Proposition","Value Proposition and the Minimum Viable Product. Customer Archetype. MVP Physical && Web/Mobile. Common Mistakes With Value Proposition"
77,"Lesson 3: Customer Segments","Product Market Fit. Rank and Day in the Life. Multiple Customer Segments. Market Types Introduction: Existing, Resegmented, New, Clone. Consequences of Not Understanding a Market"
77,"Lesson 4: Channels","Distribution Channels Overview. Web Distribution. Physical Distribution. Direct Channel Fit. Indirect Channel Economics. OEM Channel Economics"
77,"Lesson 5: Customer Relationships","Paid Demand Creation. Earned Demand Creation. Get Physical. Viral Loop. Web Customer Acquisition Costs"
77,"Lesson 6: Revenue Models","How Do You Make Money. Revenue Streams and Price. Direct and Ancillary Models. Common Startup Mistakes. Market Types and Pricing. Single and Multiple Side Markets. Revenue First Companies. Market Size and Share"
77,"Lesson 7: Partners","Partner Definition. Partner Resources. Partner Types. Greatest Strategic Alliance. Joint Business Development"
77,"Lesson 8: Resources, Activities and Costs","Four Critical Resources. Financial Resources. Human Resources. Qualified Employees and Culture. Intellectual Property Overview"
78,"Swift Basics","An introduction to Swift types and operators..Develop deftness in defining variables and constants..Practice what you've learned with exercises in Swift playgrounds."
78,"Optional Types","Declare explicitly and implicitly unwrapped optionals..Unwrap optionals using both optional binding and optional chaining..Practice safely unwrapping optionals and learn to avoid errors."
78,"Swift Collections","Learn about the Swift Collection Types: Dictionaries, Arrays, and Sets..Perform basic operations including: append, count, insert, remove, update, find, and retrieve..Practice manipulating collections with exercises in Swift playgrounds."
78,"Control Flow: Loops, If statements, and Switches","Practice fast iteration with for-in loops by iterating through items in Arrays and Dictionaries..Create programming logic of increasing complexity with if-else statements..Delight in the convenience and conciseness of Swift switch statements."
78,"How to Write and Call Functions in Swift","Define and call functions..Correctly use local and external parameters..Identify parameter types and return types."
78,"Classes, Properties, and Methods","Practice building custom classes with their own properties and methods..Learn about type properties and computed properties..See example use cases for type methods and instance methods."
78,"Enums and Structs","Learn the difference between value types and references types..Practice choosing when to use enums, structs, and classes..Use enums to make your switch statements extra Swifty."
78,"Protocols and Extensions","Learn how protocols and extensions can help keep your code DRY..Given a series of code snippets, fix compiler errors by implementing protocols..Edit the code in a sample app to see extensions in action."
78,"Closure Expressions","Practice using Swift closures with the functions, sorted() and filter()..Learn shorthand closure expression syntax to make your closures super concise..See how closures are used in animations in the method, animateWithDuration."
79,"How to Use Outlets and Actions","Connect outlets and actions first using only code and a second time using storyboard..Use core UIKit classes like UIButton, UILabel and UISwitch..Practice debugging problems with IBOutlets and IBActions."
79,"Learn to Present Views and Segue Between Views","See how Apple distinguishes between modal presentation and navigation..Learn how to present views modally..Use powerful UIKit classes like UIImagePickerController, UIAlertController and UIActivityViewController."
79,"What is the Delegate Pattern and how do you use it?","Learn how delegates make important connections between the model, view, and controller..Implement UIKit components that make use of the delegate pattern, UITextField and UITextFieldDelegate..Demonstrate your understanding by building a series of challenge apps."
79,"Build V1.0 of the Meme Me App","Enable the user to choose an image using UIImagePickerController and UIImagePickerControllerDelegate..Adjust the keyboard so that it does not obscure UI elements..Generate a meme and share it using a UIActivityView."
79,"Build Tables using the UITableView class","Learn the essential UITableViewDelegate and UITableViewDatasource methods..Explore the code for several apps with tables, and then implement your own UITableView..Practice manipulating table cells."
79,"iOS App Navigation","Learn how iOS uses navigation stacks to manage multiple views in an app..Create the navigation that enables a user to tap a row of a table and view the details of an item..Learn navigation classes like UINavigationControll and UIBarButtonItem."
79,"Complete the Meme Me App","Take Meme Me to the next level with this final version of the app..Learn a simple way to share data across classes using the AppDelegate..Use UICollectionView to display the app's memes in a grid and UITabViewController to toggle between meme layouts."
80,"Making a Network Request","Learn the basics of the web and using web services..Experiment making requests and seeing their responses..Make a simple request to download an image using a URL."
80,"Using Web Services and APIs","Learn how to parse JSON data and display it to a user..Build your first app that utilizes a web service: “Sleeping in the Library.”.Learn how to use the Flickr API to download pictures from a gallery."
80,"Chaining Asynchronous Requests","Use closures to chain multiple web requests together..Demonstrate these new skills by building the “Flick Finder” app..Use the Flickr API to search for images based on a search string or location."
80,"Authenticating Requests","Learn the difference between user and anonymously accessed data..Build the “My Favorite Movies” app that utilizes the Movie Database API..Securely access data using HTTPS and tokens."
80,"Improving Networking with MVC","Improve on your “My Favorite Movies” app to build the “Movie Manager” app..Use good MVC design, and learn what this means from a networking perspective..Reduce code duplication and refactor code for more simple network requests."
80,"Preparing for "On the Map"","Start on your final project app, “On the Map.”.Learn about network reliability..How your app should behave if a network cannot be reached."
82,"Simple Persistence","Learn about simple persistence and how to save small pieces of data..How to set user preferences, using NSUserDefaults..Practice setting simple preferences to an existing app."
82,"The iOS File System","Learn about the iOS File System, the “sandbox”..See how to access these files using NSFileManager..Use the file manager to save and read a file."
82,"Core Data (Part 1)","Get introduced to the Core Data framework, Apple’s favorite framework for the model class..Learn about the Core Data stack and how to create a model and managed model objects..Begin work on a note-taking app."
82,"Core Data (Part 2)","Learn how tableviews adjust their display..How to save and persist changes..The important role Core Data plays in memory management."
82,"Important Extras","Important aspects of maintaining a persistent app..Learn how to save images using Core Data..Create a new version of a data model."
82,"Core Data & Concurrency","Send lengthy tasks to a background queue..Learn how Core Data tasks can run in different queues in a safe and efficient way..Use parent and child contexts to propagate saves without blocking the user interface."
83,"Objective-C and Swift, Compare and Contrast","Learn the distinguishing language features of Objective-C..Compare and contrast Objective-C and Swift language features..Practice answering interview questions about language features."
83,"Writing Classes","Familiarize yourself with Objective-C syntax..Write some classes and properties from scratch..Build a simple Objective-C program with classes."
83,"Adding Functionality to a Class: Methods and Messages","Master how to write and call methods in Objective-C..Learn basic control flow syntax..Build a functioning rock, paper, scissors game."
83,"Migrate an App from Objective-C to Swift: Part I","Learn how to write custom classes..Incorporate third party frameworks and extensions..Begin porting an existing Objective-C project into Swift."
83,"Migrate an App from Objective-C to Swift: Part II","Persist data with NSCoder and NSKeyedArchiver..Implement navigation with a collection view..Finish porting an existing Objective-C project into Swift."
83,"Common Interoperability Challenges","Facilitate communication between the languages of iOS..Add functionality to a mixed language project..Complete a set of coding challenges to sharpen interop skills."
84,"Debugging, Printing, Logging","Learn about the difference between warnings and errors in Xcode..Look at an example app riddled with bugs to troubleshoot..Outline a debugging process and use print statements to identify bugs."
84,"Stepping Through Code","Learn how to use breakpoints in Xcode..Examine application state and stack frames during the execution of an application..Diagnose and understand run-time problems using Xcode's debugging tools."
84,"LLDB and Breakpoint Actions","Learn about LLDB (low-level debugger)—the debugging super tool..Use LLDB commands to investigate issues in code..Add actions to breakpoints to improve your debugging workflow."
84,"Breakpoints and Visual Tools","Set special exception and symbolic breakpoints..Use Xcode's visual debugging tools to fix user interface problems..Practice debugging and fixing issues in an existing application."
85,"Research App Ideas","Brainstorm and vet multiple app ideas..Begin to think about the UI elements used in each and get user feedback on the designs..Start thinking about relevant web APIs and libraries to use."
85,"Build Your App","Choose an idea to pursue and build it!.Share tips for getting started and dealing with code that doesn't work..How to submit to the App Store."
85,"Reflect on the App Development Process","What went well, and what was your biggest challenge?.Becoming a better developer; what would you do differently next time?.Tips on monitoring App Store feedback"
86,"Overview of A/B Testing","This lesson will cover what A/B testing is and what it can be used for..How to construct a binomial confidence interval for the results..How to decide whether the change is worth the launch cost."
86,"Policy and Ethics for Experiments","How to make sure the participants of your experiments are adequately protected..What questions you should be asking regarding the ethicality of experiments..The four main ethics principles to consider when designing experiments."
86,"Choosing and Characterizing Metrics","Learn techniques for brainstorming metrics..What to do when you can't measure directly..Characteristics to consider when validating metrics."
86,"Designing an Experiment","How to choose which users will be in your experiment and control group..When to limit your experiment to a subset of your entire user base..Design decisions affect the size of your experiment."
86,"Analyzing Results","How to analyze the results of your experiments..Run sanity checks to catch problems with the experiment set-up..Check conclusions with multiple methods, including a binomial sign test."
88,"Visualization Fundamentals","Learn about the elements of great data visualization..Meet data visualization experts, learn about data visualization in the context of data science..Learn how to represent data values in visual form."
88,"Building Blocks","Learn how to use the open standards of the web to create graphical elements..Select elements on the page, add SVG elements, and how to style SVG elements..Instructor Notes throughout this lesson are available if you have little or no experience with HTML and CSS."
88,"Design Principles","Which chart type to use for a data set..Colors to avoid when making graphics..How to determine if a graphic is effective."
88,"Dimple js","Create graphics using the Dimple JavaScript library..Learn about this library as a gentle coding introduction before learning about D3.js..Produce great graphics with minimal code and interactivity without any extra effort."
88,"Narratives","Learn how to incorporate different narrative structures into your visualizations..Learn about bias in the data visualization process and learn how to add context."
88,"Animation and Interaction","Learn how to leverage animation and interaction to bring more data insights to your audience..Learn how to create a bubble map for the World Cup data set."
89,"Welcome to Machine Learning","Learn what Machine Learning is and meet Sebastian Thrun!.Find out where Machine Learning is applied in Technology and Science."
89,"Naive Bayes","Use Naive Bayes with scikit learn in python..Splitting data between training sets and testing sets with scikit learn..Calculate the posterior probability and the prior probability of simple distributions."
89,"Support Vector Machines","Learn the simple intuition behind Support Vector Machines..Implement an SVM classifier in SKLearn/scikit-learn..Identify how to choose the right kernel for your SVM and learn about RBF and Linear Kernels."
89,"Decision Trees","Code your own decision tree in python..Learn the formulas for entropy and information gain and how to calculate them..Implement a mini project where you identify the authors in a body of emails using a decision tree in Python."
89,"Choose your own Algorithm","Decide how to pick the right Machine Learning Algorithm among K-Means, Adaboost, and Decision Trees."
89,"Datasets and Questions","Apply your Machine Learning knowledge by looking for patterns in the Enron Email Dataset..You'll be investigating one of the biggest frauds in American history!"
89,"Regressions","Understand how continuous supervised learning is different from discrete learning..Code a Linear Regression in Python with scikit-learn..Understand different error metrics such as SSE, and R Squared in the context of Linear Regressions."
89,"Outliers","Remove outliers to improve the quality of your linear regression predictions..Apply your learning in a mini project where you remove the residuals on a real dataset and reimplement your regressor..Apply your same understanding of outliers and residuals on the Enron Email Corpus."
89,"Clustering","Identify the difference between Unsupervised Learning and Supervised Learning..Implement K-Means in Python and Scikit Learn to find the center of clusters..Apply your knowledge on the Enron Finance Data to find clusters in a real dataset."
89,"Feature Scaling","Understand how to preprocess data with feature scaling to improve your algorithms..Use a min mx scaler in sklearn."
90,"Big Data","What is Big Data?.The problems big data creates..How Apache Hadoop addresses these problems."
90,"HDFS and MapReduce","Discover how HDFS distributes data over multiple computers..Learn how MapReduce enables analyzing datasets in parallel across multiple machines."
90,"MapReduce code","Write your own MapReduce code."
90,"MapReduce Design Patterns","Use common patterns for MapReduce programs to analyze Udacity forum data."
91,"Lesson 1","Join instructor Karthik Ramasamy and the first Udacity-Twitter Storm Hackathon to cover the motivation and practice of real-time, distributed, fault-tolerant data processing.  Dive into basic Storm Topologies by linking to a real-time d3 Word Cloud Visualization using Redis, Flask, and d3."
91,"Lesson 2","Explore Storm basics by programming Bolts, linking Spouts, and finally connecting to the live Twitter API to process real-time tweets.  Explore open source components by connecting a Rolling Count Bolt to your topology to visualize Rolling Top Tweeted Words."
91,"Lesson 3","Go beyond Storm basics by exploring multi-language capabilities to download and parse real-time Tweeted URLs in Python using Beautiful Soup.  Integrate complex open source bolts to calculate Top-N words to visualize real-time Top-N Hashtags.  Finally, use stream grouping concepts to easily create streaming join to connect and dynamically process multiple streams."
91,"Lesson 4","Work on your final project and we cover additional questions and topics brought up by Hackathon participants.  Explore Vagrant, VirtualBox, Redis, Flask, and d3 further if you are interested!"
91,"Final Project: Construct a Storm Topology","Design a Storm Topology and new bolt that uses streaming joins to dynamically calculate Top-N Hashtags and display real-time tweets that contain trending Top Hashtags.  Post your visualization to the forum and tweet them to your Twitter followers."
91,"Project Extensions","Use additional features of the real-time Twitter sample stream or use any data source to drive your real-time d3 visualization."
92,"Data Analysis Process","Learn about the data analysis process..Pose a question, wrangle your data, draw conclusions and/or make predictions..Complete an analysis of Udacity student data using pure Python, with few additional libraries."
92,"NumPy and Pandas for 1D Data","Start learning to use NumPy and Pandas to make the data analysis process easier..Features that apply to one-dimensional data..Learn to use NumPy arrays, Pandas Series, and vectorized operations."
92,"NumPy and Pandas for 2D Data","Continue learning about NumPy and Pandas, this time focusing on two-dimensional data..Learn to use two-dimensional NumPy arrays and Pandas DataFrames..Group your data and to combine data from multiple files."
92," Investigate a Dataset","Use NumPy and Pandas to go through the data analysis process on one of a list of recommended datasets."
93,"Introduction to Data Science","Pi-Chaun (Data Scientist @ Google): What is Data Science?.Gabor (Data Scientist @ Twitter): What is Data Science?.Problems solved by data science."
93,"Data Wrangling","What is Data Wrangling?.Acquiring data..Common data formats."
93,"Data Analysis","Statistical rigor..Kurt (Data Scientist @ Twitter) - Why is Stats Useful?.Introduction to normal distribution."
93,"Data Visualization","Effective information visualization..An analysis of Napoleon's invasion of Russia!.Don (Principal Data Scientist @ AT&T): Communicating Findings."
93,"MapReduce","Introduction to Big Data and MapReduce..Learn the basics of MapReduce..Mapper."
94,"How the Web Works","Learn basic concepts regarding the internet, browsers, and HTML..Start using HTML (HyperText Markup Language) to format content for webpages..HyperText Transfer Protocol (HTTP) via GET and POST requests."
94,"Forms and Input","Learn about forms, a very common way to obtain input from users..Learn how to get and process user input from webpages using Google App Engine."
94,"Databases",""
94,"User Accounts and Security",""
94,"APIs",""
94,"Caching",""
94,"Scaling Up",""
95,"Overview","Learn why accessibility matters, and who it affects..Get a first look at the web accessibility guidelines (WAI – Web Accessibility Initiative)..Understand “POUR” means for accessibility, and locate checklists to help make your own sites accessible."
95,"Focus","Learn how to make a page usable for anyone navigating with the keyboard..An exploration of focusable elements..Learn how to manage focus in forms, in custom components, pop-ups, and off-screen content."
95,"Semantics Basics","Make a page work for people who are unable to use a standard user interface..Use a screen reader to try out ordinary form elements and add markup to make them work even better..Understand the accessibility tree the browser constructs from the DOM."
95,"Semantics Extras","Dive deeper into the screen-reader experience to add hyper-fast navigation..Learn how to arrange headings and label links so screen reader users can fly through your pages!.Call out “landmarks” into your page to speed up navigation even more."
95,"Semantics - ARIA","Move beyond the native elements of HTML into building custom controls and interactions..Accessible Rich Internet Applications (ARIA)..Learn how to add attributes to your custom interactions to make them as accessible as native elements."
95,"Style","Learn the third pillar of Accessibility (after Focus and Semantics): Styling..Highlight the focus, indicate ARIA states, zoomed in or out, and support limited color or contrast vision..Audit your page with the Chrome Accessibility Tools and correct any styling issues that pop up."
96,"Scopes and Closures","Learn about JavaScript’s variable scoping, including lexical scopes and dynamics scopes..Introduction to closures, an incredibly useful feature available in only a handful of languages."
96,"The Keyword “this”","Start your dive into JavaScript object-oriented features by discovering the parameter “this”..Learn how the value of “this” is determined within various code structures..Why it might be a lot easier to think of “this” as a parameter rather than a keyword."
96,"Prototype Delegation","Learn more about protype delegation..How JavaScript uses this feature internally..How you can take advantage of it to maximize your application’s memory footprint."
96,"Code Reuse","Start writing a library using basic functions and learn the decorator pattern..Refactor this library into the functional, prototypal and pseudoclassical inheritance models..Explore sub-classing - objects that inherit from objects previously defined."
97,"HTML5 Canvas Basics","Learn what the Canvas is and how it affects graphics in the browser..Learn how to make compositions with text and images with memes!.Practice using the API."
97,"From Pixels to Animation","Learn how images are stored by the Canvas2D context..Learn how to modify images by applying various effects and filters..Create your first animation!"
98,"The DOM, $ and Selectors","The jQuery object ($)..Review of the DOM structure..How to use selectors and filters."
98,"DOM Manipulation","How to read jQuery documentation..How to modify HTML attributes and content..How to add and remove DOM elements."
99,"Introduction","What is AJAX?.Why use an API?.How can you identify AJAX requests in existing websites?"
99,"Using APIs with AJAX","Clone the Move Planner repository..Implement the Google Streetview API..Implement the NY Times API."
99,"AJAX and Your Projects","What did you learn?.How else can you apply AJAX to make speedy page loads?.Customizing your sites."
100,"Fundamentals of AI","Statistics, Uncertainty, and Bayes networks..Machine learning..Logic and planning."
100,"Applications of AI","Image processing and computer vision..Robotics and robot motion planning..Natural language processing and information retrieval."
101,"What is EDA?","Start by learn about what exploratory data analysis (EDA) is and why it is important."
101,"R Basics","EDA, which comes before formal hypothesis testing and modeling, makes use of visual methods to analyze and summarize data sets..R will be our tool for generating those visuals and conducting analyses..We will install RStudio and packages, learn the layout and basic commands of R, practice writing basic R scripts, and inspect data sets."
101,"Explore One Variable","Perform EDA to understand the distribution of a variable and to check for anomalies and outliers..Learn how to quantify and visualize individual variables within a data set to make sense of a pseudo-data set of Facebook users..Create histograms and boxplots, transform variables, and examine tradeoffs in visualizations."
101,"Explore Two Variables","DA allows us to identify the most important variables and relationships within a data set before building predictive models..Learn techniques for exploring the relationship between any two variables in a data set..Create scatter plots, calculate correlations, and investigate conditional means."
101,"Explore Many Variables","Learn powerful methods and visualizations for examining relationships among multiple variables..Reshape data frames and how to use aesthetics like color and shape to uncover more information.Continue to build intuition around the Facebook data set and explore some new data sets as well."
101,"Diamonds and Price Predictions","Investigate the diamonds data set alongside Facebook Data Scientist, Solomon Messing..See how predictive modeling can allow us to determine a good price for a diamond..As a final project, you will create your own exploratory data analysis on a data set of your choice."
102,"What is User Experience?","UI vs UX..High level planning..Low-fi wireframing and prototyping."
102,"User-Centered Design","The perils of ignoring your user..How to create effective personas and use cases..Low cost user research."
